"country","year","status","life_expectancy","adult_mortality","alcohol","percentage_expenditure","bmi","total_expenditure","gdp","population","income_composition_of_resources","schooling","code","meningitis","alzheimer_s_disease_and_other_dementias","parkinson_s_disease","nutritional_deficiencies","malaria","drowning","interpersonal_violence","maternal_disorders","hiv_aids","drug_use_disorders","tuberculosis","cardiovascular_diseases","lower_respiratory_infections","neonatal_disorders","alcohol_use_disorders","self_harm","exposure_to_forces_of_nature","diarrheal_diseases","environmental_heat_and_cold_exposure","neoplasms","conflict_and_terrorism","diabetes_mellitus","chronic_kidney_disease","poisonings","protein_energy_malnutrition","road_injuries","chronic_respiratory_diseases","cirrhosis_and_other_chronic_liver_diseases","digestive_diseases","fire_heat_and_hot_substances","acute_hepatitis","measles_abs","infant_deaths_abs","under_five_deaths_abs","hepatitis_b_abs","polio_abs","diphtheria_abs","thinness_1_19_abs","thinness_5_9_abs"
"mozambique",2008,"Developing",53.2,45,1.48,0.796915785,19.7,4.91,53.127719,22846758,0.372,8.8,"MOZ",4750,1192,249,5392,25203,819,1496,1855,69623,64,21192,23992,18606,26143,184,1727,32,13652,148,9547,1,3365,2125,600,5205,4286,3360,2538,5707,715,499,91387.032,1644966.576,2376062.832,17135068.5,16906600.92,17135068.5,845330.046,845330.046
"mozambique",2009,"Developing",53.8,4,1.18,39.75216936,2.1,5.43,463.852618,2352463,0.382,9.2,"MOZ",4276,1228,258,5057,26755,799,1518,1976,71386,73,21544,25010,18167,26065,193,1823,12,13046,151,9928,0,3528,2184,603,4873,4397,3411,2613,5866,667,504,141147.78,164672.41,237598.763,1740822.62,1740822.62,1740822.62,87041.131,84688.668
"mozambique",2010,"Developing",54,47,0.96,5.743393664,2.5,5.38,419.2258149,2422145,0.39,9.3,"MOZ",4180,1264,269,4729,26778,776,1535,2095,74461,81,21876,26164,17725,25879,204,1929,5,11974,152,10350,7,3715,2247,605,4548,4503,3475,2699,6036,663,509,5621798.545,167128.005,237370.21,1792387.3,1768165.85,1792387.3,89619.365,87197.22
"mozambique",2011,"Developing",54.3,47,0.94,40.80617976,2.9,6.23,526.5313517,249395,0.397,9.5,"MOZ",4022,1298,279,4343,25570,738,1527,2133,77277,89,21971,27213,17150,25680,214,2018,23,11083,152,10695,0,3889,2300,597,4165,4552,3515,2626,6174,643,507,44142.915,16460.07,23443.13,189540.2,182058.35,189540.2,9227.615,8978.22
"mozambique",2012,"Developing",54.8,48,1.19,49.90987221,21.3,5.58,566.513873,2567666,0.4,9.2,"MOZ",4050,1326,288,4281,25059,745,1555,2147,81042,96,22310,28222,17170,25520,223,2103,33,10879,155,11137,8,4055,2365,611,4102,4675,3588,2578,6356,657,513,372311.57,164330.624,231089.94,1951426.16,1874396.18,1951426.16,92435.976,89868.31
"mozambique",2013,"Developing",55.3,46,1.16,5.813338496,21.8,5.9,65.985681,26434372,0.405,9.1,"MOZ",3138,1352,296,4156,24242,739,1590,2161,81340,103,22589,29036,16737,25352,231,2176,125,10652,158,11533,51,4196,2425,616,3978,4710,3639,2541,6514,663,515,211474.976,1638931.064,2299790.364,20618810.16,20618810.16,20618810.16,951637.392,925203.02
"mozambique",2014,"Developing",56.7,375,0.01,54.91159475,22.2,6.98,623.2871141,27212382,0.409,9.1,"MOZ",3026,1370,301,4051,22738,749,1631,2180,76816,109,22693,29557,16461,25083,237,2233,16,10370,160,11888,33,4302,2470,620,3875,4774,3666,2500,6620,670,515,244911.438,1659955.302,2285840.088,21497781.78,21497781.78,21497781.78,979645.752,952433.37
"mozambique",2015,"Developing",57.6,355,4.60286078717201,0,22.6,5.9381895280236,528.3125597,281691,0.414,9.1,"MOZ",2938,1403,309,3931,21419,744,1667,2155,72656,115,22504,30001,16147,24815,242,2275,160,9969,161,12192,4,4392,2513,618,3757,4866,3685,2466,6702,675,511,22253.589,16901.46,22816.971,22535.28,22535.28,22535.28,10140.876,9859.185
"myanmar",2000,"Developing",62.1,243,0.35,2.511437292,13.6,1.84,193.187484,4695462,0.417,7.5,"MMR",5973,3400,993,3635,3614,6092,1021,2370,8147,174,36549,115303,46011,33735,536,2836,0,28569,19,39773,671,15950,9014,1961,3344,11838,42839,16823,24736,465,792,3967665.39,342768.726,469546.2,3800528.59901887,4132006.56,3850278.84,624496.446,643278.294
"myanmar",2001,"Developing",62.5,239,0.38,1.917164,14.1,1.8,138.9249275,46627994,0.427,7.6,"MMR",5609,3552,1037,3454,5018,5979,964,2361,9623,175,35974,117017,44470,32750,502,2730,51,25507,19,39995,339,16227,9294,1922,3162,10934,42688,17228,24953,461,744,117455916.886,3357215.568,4569543.412,37740913.3993375,35903555.38,34038435.62,6201523.202,6388035.178
"myanmar",2002,"Developing",62.8,235,0.41,3.421880938,14.6,2.5,143.77651,471422,0.435,7.6,"MMR",5312,3710,1081,3259,5958,5787,869,2326,11135,175,35088,118215,42960,31888,476,2662,21,22957,18,40432,547,16512,9537,1872,2969,10360,42636,17568,25174,452,672,346966.592,33470.962,45256.512,381571.141073375,395994.48,372423.38,62699.126,64584.814
"myanmar",2003,"Developing",63.2,231,0.4,3.824212472,15.2,1.97,219.782326,47624894,0.445,7.7,"MMR",5087,3874,1126,3075,7237,5622,846,2278,12612,175,34023,119109,41620,31040,455,2598,0,20910,18,41011,265,16818,9777,1840,2790,9928,42609,17817,25336,445,597,39528662.02,3286117.686,4429115.142,3809991.52,40957408.84,37147417.32,6334110.902,6476985.584
"myanmar",2004,"Developing",63.5,228,0.44,4.15451614,15.7,1.97,219.8156688,487377,0.455,7.8,"MMR",4938,4043,1175,2930,6695,5579,824,2188,13985,178,33038,120470,40506,30201,446,2588,307,19266,18,41875,178,17194,10051,1841,2647,9769,42812,18225,25716,475,546,647724.033,32166.882,43863.93,190077.03,448386.84,399649.14,64821.141,66283.272
"myanmar",2005,"Developing",63.9,224,0.28,2.793843188,16.4,1.83,247.24276,48482614,0.465,7.9,"MMR",4682,4214,1213,2752,7529,5368,924,2059,15201,178,31264,120240,38815,29324,432,2529,17,17504,18,42297,358,17338,10144,1784,2476,9439,42534,18389,25717,435,503,15223540.796,3102887.296,4217987.418,30059220.68,41695048.04,35392308.22,6399705.048,6593635.504
"myanmar",2006,"Developing",64.2,22,0.28,4.632776304,17,1.78,296.97284,48846474,0.474,8,"MMR",4352,4400,1257,2577,8428,5103,806,2069,16092,180,29404,120544,36783,28352,423,2475,59,16136,18,42947,450,17647,10295,1692,2307,9117,42453,18594,25763,418,473,37123320.24,2979634.914,4054257.342,36634855.5,40054108.68,40054108.68,6447734.568,6594273.99
"myanmar",2007,"Developing",64.5,217,0.26,0.5305728,17.6,1.68,41.451,49171586,0.484,8.1,"MMR",3980,4575,1288,2392,10692,4724,830,2003,16572,181,27316,119798,34462,27311,411,2386,5,14777,17,43153,664,17779,10322,1564,2130,8690,42010,18604,25540,394,440,53498685.568,2851951.988,3835383.708,41795848.1,41304132.24,42287563.96,6490649.352,6638164.11
"myanmar",2008,"Developing",59.2,296,0.3,9.53048032,18.3,1.87,643.951373,49479752,0.493,8.2,"MMR",3746,4736,1315,2251,13470,4488,766,1947,16645,181,25482,119276,32690,26259,399,2291,138366,13729,17,43258,114,17904,10321,1492,1996,8254,41626,18505,25212,378,409,16476757.416,2919305.368,4750056.192,42057789.2,42057789.2,42057789.2,6531327.264,6630286.768
"myanmar",2009,"Developing",65.2,211,0.28,11.05247903,19.1,2.5,741.777116,49869,0.504,8.5,"MMR",3513,4901,1344,2123,11914,4278,767,1911,16474,186,23981,119782,31004,25192,394,2258,24,12644,16,43614,267,18131,10376,1424,1874,8034,41529,18571,25082,365,387,16406.901,2593.188,3440.961,45380.79,4488.21,4488.21,6532.839,6682.446
"myanmar",2010,"Developing",65.4,29,0.3,17.48293752,19.8,1.92,987.7365832,5155896,0.515,8.8,"MMR",3244,5072,1370,1990,11433,4072,762,1854,16109,187,22379,119762,29136,24076,387,2202,113,11585,16,43756,220,18278,10307,1334,1748,7732,41273,18569,24865,348,363,979620.24,252638.904,335133.24,4743424.32,464030.64,464030.64,675422.376,685734.168
"myanmar",2011,"Developing",65.6,27,0.33,21.23698847,2.5,1.87,1186.423937,555331,0.526,9.1,"MMR",3039,5255,1401,1887,8812,3895,758,1861,15418,189,21143,121071,27715,23015,386,2178,225,10783,16,44331,865,18591,10328,1279,1651,7592,41466,18763,24922,336,346,1136207.226,26100.557,33875.191,22213.24,49979.79,466478.04,72193.03,73859.023
"myanmar",2012,"Developing",65.9,25,0.55,38.4279083,21.3,2.22,1171.58257,5986514,0.533,9.1,"MMR",2633,5436,1431,1784,9453,3641,877,1780,14354,188,19735,121857,26232,22000,380,2109,40,9947,15,44636,994,18832,10251,1200,1554,7264,41504,18723,24704,320,324,13020667.95,263406.616,347217.812,3472178.12,5208267.18,5028671.76,778246.82,790219.848
"myanmar",2013,"Developing",66.2,22,0.7,38.33793462,22.1,2.16,1168.83947,51448196,0.54,9.1,"MMR",2517,5622,1465,1707,5795,3598,806,1842,13067,193,18739,124067,25305,21086,381,2115,23,9287,15,45665,396,19336,10383,1185,1482,6995,41818,18968,24850,329,311,51962677.96,2160824.232,2829650.78,38586147,39100628.96,38586147,6636817.284,6791161.872
"myanmar",2014,"Developing",66.4,21,0.01,45.33788677,22.9,2.28,1262.893782,51924182,0.547,9.1,"MMR",2395,5830,1503,1637,2889,3450,771,1852,11593,197,17737,125861,24448,20202,381,2111,0,8704,15,46697,315,19844,10475,1165,1418,6937,42173,19177,24971,312,299,6334750.204,2076967.28,2700057.464,45693280.16,45693280.16,45693280.16,6698219.478,6802067.842
"myanmar",2015,"Developing",66.6,199,4.60286078717201,0,23.8,5.9381895280236,1194.59137,5243669,0.552,9.1,"MMR",2242,6010,1545,1567,1919,3378,773,1847,9950,199,16811,127955,23602,19388,382,2100,213,8111,15,47791,724,20443,10599,1119,1353,7086,42535,19287,24983,304,287,31462.014,204503.091,262183.45,4666865.41,4666865.41,4666865.41,671189.632,681676.97
"namibia",2000,"Developing",57.4,41,5.73,35.80978512,24.5,6.11,257.99557,1899257,0.559,11.5,"NAM",152,129,37,242,333,74,404,113,7912,6,1354,3319,1512,1023,23,252,0,1027,21,960,119,668,300,30,235,563,861,302,658,84,13,890751.533,5697.771,7597.028,1537267.37547589,151940.56,1500413.03,298183.349,301981.863
"namibia",2001,"Developing",56.5,426,5.09,205.8078833,25.1,6.18,1834.29486,1933596,0.556,11.7,"NAM",158,133,38,234,369,75,407,115,9002,5,1392,3347,1521,1022,23,255,0,1005,21,982,11,682,307,30,226,571,858,302,659,84,12,804375.936,5800.788,7734.384,1565061.52045283,1527540.84,1508204.88,293906.592,297773.784
"namibia",2002,"Developing",55.7,452,5.09,203.7322893,25.8,6.17,1713.47594,1962147,0.556,11.8,"NAM",148,137,40,235,279,78,422,121,9974,5,1477,3436,1567,1021,24,266,0,1004,22,1019,10,710,320,31,228,601,870,309,675,88,13,2507623.866,5886.441,7848.588,1588170.83153459,1530474.66,1510853.19,288435.609,290397.756
"namibia",2003,"Developing",55,471,5.28,294.6571552,26.5,6.52,2482.36862,1986535,0.554,11.7,"NAM",150,140,41,228,265,77,426,118,10700,5,1511,3440,1569,1021,24,269,2,983,22,1061,11,718,324,30,221,606,862,308,674,87,12,520472.17,5959.605,7946.14,1607910.59121593,1628958.7,1569362.65,282087.97,284074.505
"namibia",2004,"Developing",54.7,483,4.8,368.2848258,27.2,6.47,3288.257373,29228,0.559,11.7,"NAM",149,143,41,223,367,75,423,111,10732,5,1497,3406,1559,1018,23,264,0,957,22,1077,0,713,322,30,216,597,845,303,664,86,12,116.912,87.684,116.912,23657.2780041929,23674.68,23674.68,4004.236,4004.236
"namibia",2005,"Developing",55.1,477,4.89,457.7200522,27.9,7.32,3573.146387,232196,0.565,11.6,"NAM",151,147,41,229,224,77,431,110,9968,5,1477,3355,1559,1020,23,259,0,949,21,1089,0,703,318,30,222,591,826,299,658,86,11,928.784,696.588,928.784,187940.513324948,199688.56,199688.56,30417.676,30417.676
"namibia",2006,"Developing",57,431,4.94,459.1572399,28.7,7.2,3881.29535,255734,0.57,11.4,"NAM",149,151,41,225,214,75,427,105,8672,5,1392,3284,1524,1030,22,248,5,928,21,1088,0,683,309,29,219,569,802,293,646,83,11,767.202,767.202,1022.936,206992.279085954,189243.16,219931.24,32222.484,32222.484
"namibia",2007,"Developing",60,356,5.12,62.11039296,29.4,6.99,422.51968,279915,0.578,11.3,"NAM",150,157,41,236,91,76,432,105,7092,5,1316,3226,1510,1048,22,240,7,923,20,1102,0,666,301,29,231,555,782,289,639,83,10,5878.215,839.745,1119.66,226564.492012579,226731.15,240726.9,33589.8,33589.8
"namibia",2008,"Developing",61.7,317,6.28,59.55033546,3.2,7.15,429.6561,216375,0.589,11.3,"NAM",150,162,41,241,33,76,435,101,5918,5,1233,3192,1488,1051,22,234,42,910,19,1128,0,656,296,30,235,545,769,287,638,83,10,0,649.125,865.5,175134.922955975,179591.25,179591.25,24883.125,24666.75
"namibia",2009,"Developing",62.4,36,7.99,575.6748069,31,8.5,4153.497885,21374,0.598,11.4,"NAM",130,169,42,238,15,75,438,99,5489,4,1165,3191,1470,1052,22,230,92,899,19,1172,0,652,294,29,232,537,761,288,640,83,9,87120.424,64.122,85.496,17300.2141802935,17740.42,17740.42,406.106,406.106
"namibia",2010,"Developing",63,299,7.58,719.5535161,31.8,7.89,5191.58381,217317,0.604,11.4,"NAM",131,174,42,243,7,75,441,96,5176,5,1120,3211,1474,1044,22,230,8,894,18,1214,0,652,294,30,238,537,759,291,647,83,9,681940.746,651.951,869.268,180373.11,180373.11,180373.11,3042.438,3042.438
"namibia",2011,"Developing",64.3,268,7.84,7.896234931,32.5,8.78,56.971392,2215621,0.612,11.5,"NAM",129,180,43,236,8,74,432,90,4719,4,1052,3190,1441,1034,22,224,108,871,18,1237,0,645,291,29,231,521,748,290,645,82,9,175034.059,6646.863,8862.484,1816809.22,1883277.85,1816809.22,219346.479,219346.479
"namibia",2012,"Developing",65.8,232,0.01,796.8734263,33.3,8.24,5749.44752,2263934,0.619,11.5,"NAM",124,187,44,223,1,70,430,85,4263,4,998,3226,1413,1002,22,225,0,837,17,1280,1,654,294,28,217,514,745,293,650,81,9,194698.324,6791.802,9055.736,1901704.56,1901704.56,1901704.56,215073.73,212809.796
"namibia",2013,"Developing",66.1,232,0.01,760.6550553,34.1,8.53,5488.131712,231652,0.625,11.6,"NAM",128,193,45,237,15,75,431,79,4142,5,968,3282,1437,982,23,230,0,846,17,1335,0,667,299,30,232,526,751,299,660,84,9,238138.256,694.956,694.956,206170.28,206170.28,206170.28,20848.68,20617.028
"namibia",2014,"Developing",65.9,242,0.01,751.3982719,34.9,8.93,5421.343953,237992,0.632,11.7,"NAM",110,200,46,233,40,77,433,80,4401,5,937,3364,1429,972,24,238,0,810,17,1395,2,688,308,30,228,541,759,307,674,86,8,113522.184,475.984,713.976,209432.96,209432.96,209432.96,20467.312,20229.32
"namibia",2015,"Developing",65.8,248,4.60286078717201,0,35.7,5.9381895280236,4737.66996,2425561,0.637,11.7,"NAM",107,207,48,226,19,77,437,81,4550,5,909,3450,1439,958,25,246,0,771,17,1443,3,709,316,30,221,552,767,316,688,87,8,514218.932,4851.122,7276.683,2231516.12,2231516.12,2231516.12,198896.002,196470.441
"nepal",2000,"Developing",62.5,238,0.08,17.9123368,11.4,5.43,231.42554,2374911,0.439,8.9,"NPL",1424,1009,323,3796,44,2112,441,2746,364,17,10202,24824,18901,20564,148,2771,144,13276,199,10781,456,1249,2100,584,3351,2034,22371,5716,8349,151,1016,22317038.667,109245.906,147244.482,1922263.91686792,1757434.14,1757434.14,439358.535,455982.912
"nepal",2001,"Developing",63.2,23,0.09,21.92813881,11.9,5.36,248.6183539,24161777,0.446,9,"NPL",1342,1062,336,3443,38,1967,460,2613,554,17,9640,25111,17959,19952,148,2720,144,12298,196,10939,741,1286,2148,566,3026,1995,22768,5689,8293,148,965,262131118.673,1038956.411,1401383.066,19556653.7417652,17638097.21,17396479.44,4421605.191,4590737.63
"nepal",2002,"Developing",63.1,238,0.19,23.18394594,12.4,5.6,246.375621,24566342,0.447,8.6,"NPL",1263,1118,351,3140,139,1864,470,2444,786,17,9187,25488,17107,19344,148,2680,472,11342,254,11145,4918,1329,2201,551,2746,1967,23251,5686,8278,147,910,165798242.158,982653.68,1326582.468,19884110.5186834,17687766.24,17687766.24,4471074.244,4618472.296
"nepal",2003,"Developing",64.3,22,0.2,2.79096532,12.9,5.48,253.72412,2495623,0.457,9.2,"NPL",1199,1178,368,2884,76,1789,476,2275,1049,18,8861,26035,16329,18724,149,2665,239,10485,217,11435,1754,1385,2272,543,2509,1955,23866,5706,8297,147,865,33301593.312,94833.674,124781.15,49912.46,1896673.48,1946585.94,449212.14,464185.878
"nepal",2004,"Developing",64.7,218,0.21,31.93187316,13.4,5.82,287.4156,2539449,0.463,9.3,"NPL",1149,1245,389,2684,43,1727,484,2237,1337,19,8609,26873,15604,18065,152,2693,185,9727,217,11828,3086,1461,2360,541,2323,1972,24677,5769,8371,148,834,30661307.226,88880.715,119354.103,685651.23,203155.92,203155.92,452021.922,467258.616
"nepal",2005,"Developing",65.4,28,0.2,4.259752532,13.9,5.72,317.89198,2564287,0.469,9.4,"NPL",1196,1313,410,2671,54,1825,491,2199,1629,20,8499,27800,15687,17451,156,2743,69,9561,195,12327,1610,1547,2466,566,2314,2020,25547,5879,8517,157,856,12880413.601,84621.471,112828.628,1051357.67,2000143.86,1923215.25,451314.512,466700.234
"nepal",2006,"Developing",66,21,0.2,45.87989927,14.4,5.7,348.6314534,2594618,0.476,9.6,"NPL",1184,1383,433,2527,69,1841,487,2202,1898,20,8496,28935,15297,16793,160,2821,157,9192,198,12822,699,1642,2573,574,2179,2069,26563,5995,8664,163,853,7363525.884,80433.158,106379.338,1790286.42,2361102.38,2309210.02,451463.532,467031.24
"nepal",2007,"Developing",66.6,194,0.2,52.22906505,14.9,5.84,393.8843518,26214847,0.486,10,"NPL",1125,1456,458,2434,70,1865,512,2257,2108,22,8540,30178,14652,16150,165,2912,214,8712,199,13333,45,1743,2693,615,2095,2121,27604,6119,8816,164,834,37094008.505,760230.563,996164.186,21496174.54,21496174.54,21496174.54,4508953.684,4666242.766
"nepal",2008,"Developing",67,189,0.21,70.27113179,15.4,6.44,473.844449,26475859,0.492,10.1,"NPL",1070,1532,483,2217,39,1817,496,2241,2230,23,8562,31364,13949,15425,170,2996,115,8262,201,13872,133,1854,2839,606,1891,2174,28596,6235,8961,165,813,55308069.451,714848.193,926655.065,21710204.38,21710204.38,21710204.38,4500896.03,4659751.184
"nepal",2009,"Developing",67.5,183,0.22,6.19357029,15.9,6.41,48.7299,2674113,0.502,10.5,"NPL",939,1613,510,2054,32,1787,510,2246,2253,24,8549,32632,13237,14652,175,3078,127,8195,213,14455,29,1974,3003,601,1738,2233,29614,6370,9132,167,790,505407.357,66852.825,85571.616,2379960.57,2486925.09,2379960.57,451925.097,465295.662
"nepal",2010,"Developing",68,178,0.24,84.62302524,16.4,6.43,592.1835216,2723137,0.515,11.1,"NPL",868,1695,538,1894,32,1722,512,2292,2318,25,8431,33914,12380,13834,180,3148,150,7520,214,15059,27,2107,3200,587,1583,2288,30649,6510,9310,167,756,517396.03,62632.151,81694.11,2232972.34,2260203.71,2232972.34,454763.879,468379.564
"nepal",2011,"Developing",68.4,172,0.27,112.1229028,16.9,6.73,692.1166842,27327147,0.529,12,"NPL",799,1784,575,1749,0,1680,507,2329,2369,26,8374,35537,11547,13027,187,3233,140,6998,250,15766,13,2267,3426,572,1440,2361,31987,6700,9559,166,713,64464739.773,601197.234,737832.969,25140975.24,25140975.24,25140975.24,4508979.255,4618287.843
"nepal",2012,"Developing",68.9,167,0.26,80.58788376,17.4,5.89,681.7925868,27649925,0.538,12.3,"NPL",749,1871,613,1639,4,1631,512,2231,2311,28,8333,37001,10868,12241,194,3285,83,6667,211,16514,14,2438,3672,561,1331,2428,33304,6887,9814,169,680,92959047.85,552998.5,691248.125,2488493.25,2488493.25,2488493.25,4506937.775,4617537.475
"nepal",2013,"Developing",69.3,162,0.27,80.15505125,18,5.69,688.6172788,2798531,0.545,12.3,"NPL",747,1952,651,1605,8,1655,522,2156,2204,29,8311,38551,10673,11601,200,3306,195,6552,265,17293,4,2610,3927,562,1294,2487,34563,7075,10081,174,666,5208066.191,53172.089,67164.744,2574648.52,2574648.52,2574648.52,450563.491,461757.615
"nepal",2014,"Developing",69.6,158,0.01,8.523486403,18.5,5.8,76.2386977,28323241,0.551,12.4,"NPL",711,2032,687,1525,3,1509,527,2073,2097,30,8208,39680,10239,10972,205,3314,573,6338,219,18028,5,2775,4191,549,1216,2531,35643,7230,10303,176,637,36225425.239,509818.338,623111.302,26057381.72,26057381.72,26057381.72,4503395.319,4616688.283
"nepal",2015,"Developing",69.2,165,4.60286078717201,0,19.1,5.9381895280236,743.7653489,28656282,0.555,12.2,"NPL",619,2114,726,1473,7,1598,533,2029,1968,32,8156,41124,9913,10443,210,3364,9034,6173,223,18805,8,2940,4420,541,1162,2589,36850,7404,10543,180,618,45821394.918,487156.794,601781.922,26077216.62,2579065.38,26077216.62,4499036.274,4613661.402
"netherlands",2000,"Developed",78.1,84,10.06,2944.640134,51.8,7.42,25921.12794,15925513,0.873,16.5,"NLD",160,5828,1248,229,0,111,232,23,165,119,174,49240,7673,536,337,1862,0,164,24,40556,0,3870,2150,18,193,1375,8771,1847,6014,136,6,16228097.747,15925.513,15925.513,12890183.6732034,15447747.61,15447747.61,175180.643,175180.643
"netherlands",2001,"Developed",78.3,82,9.95,3054.515582,52.6,7.79,26584.12169,164618,0.878,16.7,"NLD",160,5910,1279,231,0,110,247,19,159,124,166,48550,7575,533,348,1870,3,190,22,40990,1,4075,2223,19,193,1328,8803,1880,6150,139,6,0,164.618,164.618,133242.568444444,159679.46,159679.46,1810.798,1810.798
"netherlands",2002,"Developed",78.4,81,9.68,3455.197053,53.4,8.34,28817.32321,16148929,0.882,16.9,"NLD",161,6000,1324,245,0,112,244,23,122,128,162,48299,7638,520,341,1910,2,222,19,41054,2,4163,2294,19,202,1292,8962,1935,6345,128,6,48446.787,16148.929,16148.929,13071017.6140335,15664461.13,15664461.13,177638.219,161489.29
"netherlands",2003,"Developed",78.7,8,9.56,4472.6114,54.2,8.46,35245.1647,1622532,0.881,16.5,"NLD",152,6128,1374,248,0,110,249,13,120,132,159,47963,7744,490,336,1955,0,255,21,39454,0,4194,2389,19,204,1258,9194,2002,6530,126,6,6490.128,1622.532,1622.532,1313284.8841761,1590081.36,1590081.36,17847.852,16225.32
"netherlands",2004,"Developed",79.2,77,9.56,5170.130703,55,8.52,39954.64222,16281779,0.885,16.5,"NLD",139,6068,1351,243,0,104,235,14,112,131,147,44799,7389,452,317,1874,0,274,17,41609,1,3949,2360,18,198,1128,8802,1896,6264,120,6,179099.569,16281.779,16281.779,13178547.0167589,15956143.42,15956143.42,162817.79,162817.79
"netherlands",2005,"Developed",79.4,72,9.69,6577.508136,55.8,9.6,41577.169,16319868,0.888,16.4,"NLD",136,6140,1370,244,0,99,210,16,98,126,141,43015,7355,457,312,1831,0,295,16,42369,0,3794,2399,17,192,1047,8778,1839,6136,134,5,65279.472,16319.868,16319.868,13209376.4290314,15667073.28,15667073.28,163198.68,163198.68
"netherlands",2006,"Developed",79.8,71,9.79,8344.010392,56.5,9.36,44453.97119,1634611,0.893,16.5,"NLD",109,6238,1387,244,0,95,179,16,60,125,134,41332,7134,420,301,1796,0,315,16,43748,1,3602,2453,16,187,993,8697,1790,6035,116,5,1634.611,1634.611,1634.611,1323061.68248637,1569226.56,1569226.56,16346.11,16346.11
"netherlands",2007,"Developed",82,68,9.53,9689.732784,57.3,9.36,51241.31562,16381696,0.899,16.6,"NLD",103,6350,1402,244,0,89,177,11,83,125,121,39661,6920,394,299,1758,7,335,15,44748,7,3397,2520,15,184,947,8636,1740,5911,112,5,163816.96,16381.696,16381.696,13259420.297392,15890245.12,15890245.12,163816.96,163816.96
"netherlands",2008,"Developed",83,68,9.62,10873.40554,57.9,9.57,56928.8248,16445593,0.905,16.8,"NLD",100,6510,1436,241,0,87,180,10,64,134,113,38765,6831,384,300,1794,0,359,15,46029,6,3267,2621,15,181,909,8668,1729,5879,111,5,1792569.637,16445.593,16445.593,13311138.8238952,15952225.21,15952225.21,164455.93,148010.337
"netherlands",2009,"Developed",86,65,9.23,96.8585885,58.6,1.29,519.349,1653388,0.906,16.9,"NLD",100,6660,1467,237,0,86,178,10,79,138,106,37942,6681,380,308,1817,0,367,15,47071,11,3135,2706,15,174,866,8700,1696,5799,108,5,24800.82,1653.388,1653.388,1338259.87288889,1603786.36,1603786.36,16533.88,14880.492
"netherlands",2010,"Developed",88,64,9.33,1035.621437,59.3,1.48,5338.25483,16615394,0.906,17,"NLD",98,6831,1502,233,0,84,165,6,59,136,102,37570,6452,369,315,1863,5,385,15,48019,3,3042,2851,15,169,834,8790,1678,5778,105,4,249230.91,16615.394,16615.394,13448576.5364444,16116932.18,16116932.18,166153.94,149538.546
